  ID  |              Name              |  Lvl |     XP     |    Gold    |
 6327 |       Beastly Bush Baby        | 125  |   74670    |   24870    |
 6328 |       Beastly Bush Baby        | 135  |   177900   |   59350    |
 6329 |          Poultrygust           |  80  |    1742    |    582     |
 6330 |          Poultrygust           | 125  |   74670    |   24870    |
 6331 |          Poultrygust           | 135  |   177900   |   59350    |
 6332 |            Fishguts            |  80  |    1742    |    582     |
 6333 |            Fishguts            | 125  |   74670    |   24870    |
 6334 |            Fishguts            | 135  |   177900   |   59350    |
 6335 |           Doom Sheep           |  80  |    1742    |    582     |
 6336 |           Cauldroon            |  15  |     85     |     28     |
 6337 |           Cauldroon            |  35  |    180     |     59     |
 6338 |           Cauldroon            |  58  |    728     |    244     |
 6339 |           Cauldroon            |  78  |    3277    |    1091    |
 6340 |           Cauldroon            |  95  |   12940    |    4314    |
 6341 |           Cauldroon            | 115  |   69530    |   23180    |
 6342 |           Cauldroon            | 132  |   301500   |   100500   |
 6343 |             Erebus             |  16  |    208     |     24     |
 6344 |             Erebus             |  36  |    455     |     49     |
 6345 |             Erebus             |  56  |    1529    |    169     |
 6346 |             Erebus             |  76  |    6748    |    749     |
 6347 |             Erebus             |  96  |   33860    |    3762    |
 6348 |             Erebus             | 116  |   182500   |   20270    |
 6349 |             Erebus             | 136  |  1029000   |   114400   |
 6350 |          Lambent Wyrm          |  13  |    134     |     42     |
 6351 |             Zombie             |  29  |     94     |     10     |
 6352 |        Werewolf Warrior        |  34  |     77     |     26     |
 6353 |        Werewolf Warrior        |  38  |     97     |     31     |
 6354 |        Werewolf Warrior        |  42  |    117     |     40     |
 6355 |        Werewolf Warrior        |  46  |    150     |     50     |
 6356 |        Werewolf Warrior        |  50  |    194     |     64     |
 6357 |        Werewolf Warrior        |  54  |    251     |     84     |
 6358 |        Werewolf Warrior        |  58  |    331     |    111     |
 6359 |        Werewolf Warrior        |  62  |    442     |    147     |
 6360 |        Werewolf Warrior        |  66  |    594     |    197     |
 6361 |        Werewolf Warrior        |  70  |    801     |    267     |
 6362 |           Werebeast            |  34  |     99     |     33     |
 6363 |           Werebeast            |  38  |    121     |     41     |
 6364 |           Werebeast            |  42  |    150     |     51     |
 6365 |           Werebeast            |  46  |    193     |     64     |
 6366 |           Werebeast            |  50  |    249     |     82     |
 6367 |           Werebeast            |  54  |    323     |    108     |
 6368 |           Werebeast            |  58  |    430     |    141     |
 6369 |           Werebeast            |  62  |    569     |    189     |
 6370 |           Werebeast            |  66  |    760     |    254     |
 6371 |           Werebeast            |  70  |    1031    |    343     |
 6372 |        Vampire Warrior         |  34  |     77     |     26     |
 6373 |        Vampire Warrior         |  38  |     97     |     31     |
 6374 |        Vampire Warrior         |  42  |    117     |     40     |
 6375 |        Vampire Warrior         |  46  |    150     |     50     |
 6376 |        Vampire Warrior         |  50  |    194     |     64     |
 6377 |        Vampire Warrior         |  54  |    251     |     84     |
 6378 |        Vampire Warrior         |  58  |    331     |    111     |
 6379 |        Vampire Warrior         |  62  |    442     |    147     |
 6380 |        Vampire Warrior         |  66  |    594     |    197     |
 6381 |        Vampire Warrior         |  70  |    801     |    267     |
 6382 |           Vampbeast            |  34  |     99     |     33     |
 6383 |           Vampbeast            |  38  |    121     |     41     |
 6384 |           Vampbeast            |  42  |    150     |     51     |
 6385 |           Vampbeast            |  46  |    193     |     64     |
 6386 |           Vampbeast            |  50  |    249     |     82     |
 6387 |           Vampbeast            |  54  |    323     |    108     |
 6388 |           Vampbeast            |  58  |    426     |    142     |
 6389 |           Vampbeast            |  62  |    569     |    189     |
 6390 |           Vampbeast            |  66  |    760     |    254     |
 6391 |           Vampbeast            |  70  |    1031    |    343     |
 6392 |            Banshee             |  34  |     77     |     26     |
 6393 |            Banshee             |  45  |    141     |     47     |
 6394 |     Insubstantial Banshee      |  46  |    150     |     50     |
 6395 |     Insubstantial Banshee      |  50  |    194     |     64     |
 6396 |     Insubstantial Banshee      |  54  |    251     |     84     |
 6397 |     Insubstantial Banshee      |  58  |    331     |    111     |
 6398 |       Immaterial Banshee       |  62  |    442     |    147     |
 6399 |       Immaterial Banshee       |  66  |    594     |    197     |
 6400 |       Immaterial Banshee       |  70  |    801     |    267     |
 6401 |           Mummicane            |  34  |     77     |     26     |
 6402 |           Mummicane            |  38  |     97     |     31     |
 6403 |           Mummicane            |  42  |    117     |     40     |
 6404 |           Mummicane            |  46  |    150     |     50     |
 6405 |           Mummicane            |  50  |    194     |     64     |
 6406 |           Mummicane            |  54  |    251     |     84     |
 6407 |           Mummicane            |  58  |    331     |    111     |
 6408 |           Mummicane            |  62  |    442     |    147     |
 6409 |           Mummicane            |  66  |    594     |    197     |
 6410 |           Mummicane            |  70  |    801     |    267     |
 6411 |          Zombie Zard           |  34  |     98     |     19     |
 6412 |          Zombie Zard           |  38  |    118     |     24     |
 6413 |          Zombie Zard           |  42  |    147     |     30     |
 6414 |          Zombie Zard           |  50  |    242     |     48     |
 6415 |          Zombie Zard           |  54  |    314     |     63     |
 6416 |          Zombie Zard           |  58  |    415     |     83     |
 6417 |          Zombie Zard           |  60  |    477     |     96     |
 6418 |          Zombie Zard           |  66  |    741     |    148     |
 6419 |          Zombie Zard           |  70  |    1002    |    200     |
 6420 |         Undead Knight          |  34  |     77     |     26     |
 6421 |         Undead Knight          |  38  |     97     |     31     |
 6422 |         Undead Knight          |  42  |    117     |     40     |
 6423 |         Undead Knight          |  45  |    141     |     47     |
 6424 |         Undead Knight          |  50  |    194     |     64     |
 6425 |         Undead Knight          |  54  |    251     |     84     |
 6426 |         Undead Knight          |  58  |    331     |    111     |
 6427 |         Undead Knight          |  60  |    384     |    127     |
 6428 |         Undead Knight          |  66  |    594     |    197     |
 6429 |         Undead Knight          |  70  |    801     |    267     |
 6430 |         Eclipse Dragon         |  70  |    1409    |    1416    |
 6431 |          ShadowSlayer          |  46  |    329     |    109     |
 6432 |          NightHunter           |  46  |    329     |    109     |
 6433 |            Werepyre            |  66  |    1300    |    435     |
 6434 |         Undead Dragon          |  66  |    653     |    651     |
 6435 |         Undead Dragon          |  55  |    346     |    115     |
 6436 |         Undead Dragon          | 130  |   148200   |   49420    |
 6437 |         Undead Dragon          | 150  |   856700   |   285500   |
 6438 |            Werepyre            | 150  |  1053000   |   351100   |
 6439 |             Fusian             | 120  |   115100   |   38380    |
 6440 |             Fusian             | 135  |   178000   |   59330    |
 6441 |             Fusian             | 150  |   665300   |   221800   |
 6442 |           Evil Tiki            |  90  |    3901    |    1301    |
 6443 |           Evil Tiki            | 105  |   13540    |    4514    |
 6444 |           Evil Tiki            | 120  |   48510    |   16170    |
 6445 |           Evil Tiki            | 135  |   178000   |   59330    |
 6446 |           Evil Tiki            | 150  |   665300   |   221800   |
 6447 |           Kaiju Foot           |  52  |    629     |    208     |
 6448 |            Kevin x             |  15  |   665300   |   221800   |
 6449 |           Kaiju Foot           |  72  |    2661    |    886     |
 6450 |           Kaiju Foot           |  92  |   13100    |    4366    |
 6452 |          Lucent Wyrm           |  38  |    332     |    113     |
 6453 |          Beaming Wyrm          |  58  |    1169    |    392     |
 6454 |         Brilliant Wyrm         |  83  |    7829    |    2607    |
 6455 |         Effulgent Wyrm         | 103  |   40450    |   13480    |
 6456 |          Radiant Wyrm          | 128  |   342000   |   114000   |
 6457 |         Luminous Wyrm          | 138  |   817500   |   272500   |
 6458 |     Truphma Outpost Master     |  5   |     88     |     31     |
 6459 |           TubThumper           |  17  |     87     |     30     |
 6460 |           TubThumper           |  37  |    197     |     65     |
 6461 |           TubThumper           |  57  |    681     |    226     |
 6462 |           TubThumper           |  77  |    3027    |    1009    |
 6463 |           TubThumper           |  97  |   15270    |    5090    |
 6464 |           TubThumper           | 117  |   82510    |   27500    |
 6465 |           TubThumper           | 137  |   466400   |   155500   |
 6466 |          InfernoZard           |  90  |    4681    |    1041    |
 6467 |        Blazing Phoenix         |  75  |    1179    |    392     |
 6468 |             Jester             | 105  |   13540    |    4514    |
 6469 |             Jester             | 120  |   48510    |   16170    |
